38732,6
3686,9
30090,5
31205,7
11331,9
22883,2
26503,3
27313,3
35521,7
40140,0
20865,6
11783,9
18034,1
9397,8
38271,2
17822,4
33874,1
21402,9
37609,4
38737,1
8742,9
7287,2
39011,5
36868,5
17124,0
9321,4
21639,7
36303,3
27672,3
22960,2
11974,9
35335,9
32323,1
12603,9
40290,1
31136,3
15332,0
18557,5
5711,4
27061,0
21525,4
10441,9
16248,6
2112,4
33542,9
5709,6
37408,9
18360,4
6350,2
5326,9
4127,6
12245,8
32642,8
24621,0
38823,1
17332,4
5992,5
28975,2
34127,3
31804,7
22510,3
3099,0
19668,4
34400,1
15850,1
3738,9
34236,2
21331,4
18134,1
23575,7
35821,8
38201,0
2893,4
37282,0
3726,8
26404,7
31102,8
27011,6
12517,8
18509,2
13351,3
5322,2
37351,1
4791,8
12604,6
5403,4
23368,9
2499,8
12462,4
2661,8
10998,1
17319,3
10426,2
38200,2
32591,3
29780,0
23956,8
32776,7
32424,1
33040,2
40111,9
35406,0
26743,3
36685,6
15083,1
22899,3
6884,3
21833,3
15893,7
31799,8
14779,9
22064,1
36760,7
40548,9
4638,3
33484,1
30314,2
12364,4
13206,4
8348,3
12671,8
9928,6
35270,2
35395,6
33144,3
9739,3
13168,5
34404,9
12737,0
9939,7
14192,2
2715,7
3499,1
27419,8
21741,9
14438,6
10586,5
795,0
16985,6
37073,6
4778,7
5805,0
37007,5
6431,9
683,1
2213,7
14566,4
17767,3
754,5
6403,8
26561,6
1816,4
26383,5
72,6
23922,1
24470,4
12748,7
4816,0
32650,9
20601,9
37409,1
8873,7
11012,9
13092,7
7424,9
18439,3
12703,9
21903,4
22943,8
2026,0
38653,3
7628,5
16082,7
7734,8
15957,0
31224,8
10897,4
12506,4
5651,6
10524,0
37967,9
26287,9
1924,6
3717,8
19985,1
33425,7
4031,9
26531,5
11152,6
23973,6
6041,3
14042,0
20153,0
31468,1
16907,0
14601,0
16634,4
10544,4
10988,5
13199,8
3794,2
40187,0
13310,3
14209,5
2582,1
27908,6
14850,6
23204,1
41781,3
15805,7
4208,4
20235,4
22034,9
29798,9
7363,0
10995,7
28493,3
36896,3
31886,5
4810,5
10550,7
20091,7
12540,8
33819,0
32845,1
32414,0
9568,3
29376,1
4191,7
34215,6
33931,7
10007,0
9465,7
40373,0
5985,5
13615,8
9172,0
8483,8
18442,2
28143,1
23670,1
36369,2
9835,4
15145,2
15368,6
20210,2
30584,9
29135,7
1329,9
25091,0
729,3
14054,1
27863,5
8833,1
28862,8
757,0
528,8
38127,9
8608,0
20217,6
40387,4
40606,8
30794,9
32372,8
32223,3
20752,7
8748,3
16365,2
24357,5
32162,1
12875,6
29914,7
31753,9
20163,2
8168,2
25442,7
12469,9
37503,9
14536,4
15179,1
26622,5
21602,0
17803,3
35514,5
6068,1
3312,1
22339,4
27539,3
10843,4
37092,6
31189,0
25423,3
14373,5
31849,5
27927,7
19243,2
18471,4
23101,9
27268,5
30716,2
14990,3
9109,8
2751,3
30632,1
3399,8
8722,1
25064,8
10938,8
26062,4
14103,0
735,8
23425,7
9892,3
15245,7
31380,2
19148,1
30311,8
39913,5
40817,8
12624,6
40319,4
38187,3
29682,8
37412,9
3100,5
17380,2
16545,2
17255,4
19800,5
35581,5
21234,8
7008,9
6367,1
36265,5
22973,6
20591,6
35300,0
8609,5
4403,1
29945,5
19410,6
28917,9
36956,4
6933,4
8333,1
35737,8
2727,5
1017,6
39246,8
3855,1
41439,5
15666,9
7072,9
37977,2
41232,9
17691,7
33643,8
22323,9
40270,6
41993,6
8273,2
4371,0
32390,1
13152,4
753,4
27942,8
3511,6
12742,3
15234,4
8907,4
12633,6
41329,8
34283,9
1122,3
40622,5
8996,9
13975,2
2090,4
31576,5
29104,4
15544,2
12340,0
38488,1
10595,5
39322,4
10955,2
41568,0
22952,1
35272,7
22684,7
3218,6
27551,8
32188,6
10397,2
5859,7
435,0
30765,5
33787,0
7569,7
12056,2
40519,9
29694,3
3145,1
37819,0
5294,8
38344,2
573,7
631,9
7137,5
29303,5
37629,1
2378,9
30048,6
8913,4
30562,4
29507,7
17466,3
31346,7
33740,7
16890,6
24411,6
29260,3
6125,9
5918,8
24402,7
7600,1
10428,2
30526,9
29213,5
11437,3
12739,7
14841,9
21454,1
31634,0
24671,1
4306,1
10165,7
28472,3
18379,5
40264,8
16014,0
844,7
4938,3
2411,3
33618,5
41207,5
5620,3
39396,9
37498,2
33338,4
17111,6
2620,8
13021,7
19288,1
16821,3
11810,0
30499,8
29854,2
34456,2
32740,6
31255,4
19014,4
2708,8
15747,4
39979,8
10483,0
6758,8
3931,1
21673,8
15816,0
13127,5
35305,6
3693,9
829,1
26108,0
11950,0
29827,9
1593,8
1649,1
2901,7
26600,1
9786,4
17294,5
12536,9
30336,1
23902,2
16003,6
20992,4
26603,2
3624,1
35760,4
37328,8
3164,0
12794,3
13531,8
23127,3
23026,4
10834,1
40656,9
31211,9
26566,3
39056,8
24387,3
25551,3
39849,4
17388,0
18943,1
37971,0
29775,6
32238,9
15880,5
1843,9
29306,8
36676,2
18648,3
145,4
28314,6
12802,5
13144,1
41593,3
34197,8
3185,8
25083,5
18525,6
7545,4
18516,4
5695,5
182,1
25695,8
29359,9
39853,1
31300,8
34172,1
19652,2
41147,7
36985,4
28258,7
26675,2
29465,5
32446,6
13377,6
27444,8
17903,9
40660,3
34978,2
26016,0
26979,9
34840,7
16780,5
10126,9
594,1
36876,7
12983,6
1745,9
16661,9
10022,1
29925,9
25898,6
21455,0
7484,3
39594,1
22950,4
32594,0
5491,4
31838,5
10090,1
12306,8
6936,0
37350,2
2391,7
15462,1
16330,2
4718,6
22781,4
33789,0
5797,7
32236,0
12430,1
29348,4
196,0
15924,6
34012,7
32733,8
25214,5
33883,7
4515,5
41602,7
16653,8
12111,2
23247,0
3160,4
10941,6
10883,6
1148,8
3429,3
31769,3
38587,0
3590,9
36823,1
39137,9
33805,5
30690,3
5566,5
14859,5
12058,3
12489,0
40999,6
36024,7
22449,2
1290,1
451,1
28334,2
10040,1
16756,3
37090,8
24065,2
39349,8
11972,1
34572,8
8667,4
19097,4
33781,4
34255,5
7706,0
20253,2
20857,9
8582,2
16358,4
12298,6
27052,6
4002,0
10376,7
23415,1
37332,2
35753,5
19072,0
16256,0
15099,5
26529,6
29414,6
30787,9
29934,3
15408,6
15168,3
7410,8
25429,3
22996,3
14985,9
38869,1
14245,7
11456,9
39360,8
30081,0
19142,0
31565,1
27541,6
470,3
11728,3
6140,0
29320,9
41537,0
18781,1
23414,9
37364,3
30119,4
23203,9
18342,1
8806,0
5320,6
35617,7
34609,5
22585,4
16289,5
20696,8
28252,4
3195,0
37588,8
22251,1
25495,4
6159,2
15572,3
9882,1
84,2
34526,6
23102,2
3868,0
31579,9
10491,4
23300,2
14507,3
26757,4
25826,6
35494,3
10184,5
28095,4
9391,2
24827,8
23752,8
19520,9
34477,3
32895,5
25710,7
17193,4
37782,1
11853,8
34780,7
8304,1
6713,8
15327,8
10230,5
39896,3
35542,3
30664,4
1195,6
25414,6
537,3
13434,3
21110,0
17414,2
24740,5
14509,1
36482,7
16035,6
33451,4
34321,5
38467,4
19682,5
30039,4
13480,8
11079,6
1196,9
17847,3
28622,8
7582,1
34166,7
39218,2
34501,4
31309,6
7165,5
9168,3
13231,6
36026,2
12104,0
3071,4
30867,2
13083,5
11709,1
38866,1
29086,6
39285,4
5812,9
11024,1
10084,0
14880,0
24917,5
662,5
38101,8
14866,9
24307,6
40207,2
5057,4
37654,7
27185,1
4710,2
8793,5
29550,5
29973,2
38721,5
40837,0
31841,4
22121,8
40223,7
32996,7
20160,7
31648,2
14510,2
34142,7
20515,2
6520,3
29983,9
34393,7
11695,8
22842,5
21966,9
31256,0
39020,4
22278,9
6535,4
9358,1
32577,0
3643,2
19540,9
38168,2
10857,2
13913,1
11648,0
14655,8
39779,2
14107,9
30761,4
34349,3
35340,7
19544,4
1719,3
22656,7
15681,8
39617,2
39721,9
15034,9
1318,6
5363,0
7202,8
41947,4
37603,8
33558,2
16351,3
25444,4
27558,7
10547,1
36791,6
18243,9
39588,4
398,4
40487,6
8920,0
23842,8
26977,8
41623,1
41153,8
14561,1
38137,4
21460,4
41339,2
39207,0
28610,7
21015,1
24301,5
19788,7
22658,5
3638,8
30485,8
28977,0
6128,2
37919,0
25929,0
29192,4
40924,1
40613,2
15456,6
1787,5
25177,1
20536,3
39746,0
9382,7
34552,1
21114,2
34314,9
16864,0
41776,3
31665,5
7251,4
22422,7
7991,9
14929,3
17892,6
14392,2
4945,6
29156,9
1911,0
17539,0
34468,7
11296,7
40477,7
20325,5
1099,4
26257,6
33371,2
26494,5
18454,1
11358,2
5081,1
29629,3
11214,6
18449,4
4866,8
13703,9
9241,1
22226,1
41445,5
30211,9
13764,8
38136,3
2874,3
18532,6
2570,7
7501,0
8195,4
14955,1
34900,2
21011,5
26268,8
34346,1
30648,1
1801,4
19679,2
1725,6
26103,0
37120,6
22364,1
2689,4
27697,8
38197,4
11644,7
29675,5
31847,3
41774,0
30605,1
34558,5
38220,4
2056,0
26859,4
10803,5
21911,2
34847,8
5134,7
26025,3
27305,4
18514,9
9891,3
18913,9
4849,4
38835,8
21868,8
7820,8
200,0
25277,6
13704,8
27546,9
41087,7
22627,1
15084,6
35309,1
7418,8
16052,0
25058,3
20835,9
4257,4
6232,7
34289,3
11145,5
27271,7
23952,8
13915,0
33749,3
13089,7
3957,0
30105,7
19510,6
4465,6
35435,5
7704,1
25857,9
28420,4
2099,1
17586,1
3009,8
26645,7
38504,4
21058,9
37809,9
25891,0
2245,1
16511,9
6321,9
3368,1
8884,9
25485,6
6441,8
25912,1
1280,5
22827,8
36101,9
30593,9
34260,4
35172,7
12922,3
11906,3
25998,2
4987,0
9033,6
32094,4
3706,2
20218,3
28698,4
28267,9
89,6
3322,0
25954,6
23886,6
16193,8
21883,8
22793,8
6528,0
1064,4
33239,8
7896,3
27686,1
2455,4
39244,6
2254,4
20935,0
10643,3
653,8
17929,4
11743,2
17670,7
31131,0
40998,7
9863,2
11501,5
39442,0
26228,9
9146,7
37611,4
8188,8
28812,9
1793,7
5883,9
8524,5
25117,0
37449,9
23088,6
21053,1
34542,1
3318,7
12649,8
38733,6
31443,0
28341,6
38235,7
30760,2
2417,9
41074,9
31765,5
7756,4
16509,1
6492,9
3295,8
4195,4
2726,5
15389,9
25354,9
2688,3
6133,2
8361,7
41423,7
37987,2
36002,9
3979,3
23410,4
18085,2
37423,4
28303,5
7672,1
21666,5
6132,0
35457,8
28409,1
14007,6
22639,1
17129,8
2835,0
3851,8
14196,5
41662,6
13687,1
3689,1
27601,8
20313,3
19045,7
17468,4
23574,0
19368,8
38529,5
22192,7
282,6
11530,0
5460,0
40143,5
35481,2
1783,1
7327,9
39254,0
28609,3
25127,1
36577,4
40366,7
39641,8
7826,1
6642,4
40628,3
41286,0
10228,8
5177,9
7389,1
13419,5
18371,9
40494,6
5559,9
16106,6
31844,5
11914,8
36862,1
19951,9
39764,0
24749,5
26150,4
1241,7
9851,2
25704,7
1870,3
27934,3
31589,7
13822,1
24908,0
13748,2
14689,1
91,6
9277,1
22018,8
21765,7
15586,3
6847,6
36584,1
6991,0
33106,2
31146,1
32935,2
13787,7
2924,5
13869,3
31271,7
38442,1
15407,7
3983,4
22762,6
1493,4
1349,1
27138,0
37710,3
36541,2
35973,7
28459,1
2635,7
27400,7
1157,2
12088,0
10832,5
35800,0
12475,3
5263,1
7467,6
14678,7
29959,1
15907,0
39140,2
17377,2
11861,7
22143,1
7711,8
25155,3
6635,4
3547,5
34884,2
21146,4
7642,6
38027,6
20727,7
31536,9
41696,1
688,1
32753,5
34466,5
15045,6
19170,2
13293,0
22380,9
4933,1
24444,6
40266,8
38218,2
36244,2
16641,0
36707,3
5777,4
24590,3
5965,3
11667,6
35492,0
6731,2
33420,5
34661,0
29761,8
